gender,age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,connectedToFacebook,isVIP,isVerified,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,city
1,25,6,4033,27,1,1,0,0,0,0,1,0,0,1,0,0,0,Mainz
1,22,12,13923,987,1,1,1,0,0,0,1,0,0,1,0,0,0,Gamprin
1,22,8,4938,426,1,1,0,0,0,0,1,1,0,0,0,0,0,La Tour-de-Peilz
1,24,6,11405,184,1,1,1,0,0,1,1,1,0,0,0,0,0,Le Chable
1,19,7,9405,259,1,1,1,0,0,0,1,0,0,1,0,0,0,Freiburg im Breisgau
1,24,5,10133,347,1,1,1,0,0,0,1,0,0,1,0,0,0,Pforzheim
1,22,8,38703,1623,1,1,1,0,0,0,1,0,0,0,0,1,0,Barcelona
1,23,28,32396,1732,1,1,1,0,0,0,1,0,1,0,0,0,0,Chur
1,24,3,1158,33,1,1,1,0,0,0,1,0,0,1,0,0,0,Fribourg
1,25,3,6641,306,1,0,0,0,0,1,1,0,0,1,0,0,0,Wehr
1,23,7,13087,737,0,1,0,0,0,1,1,0,0,1,0,0,0,Worms
1,22,7,3306,93,0,1,0,0,0,1,1,0,0,1,0,0,0,Waldkirch
1,25,2,2299,151,1,1,1,0,0,0,1,0,0,1,0,0,0,Romanshorn
1,24,10,2043,29,1,1,1,0,0,0,1,0,0,1,0,0,0,Luzern
1,22,4,8954,181,1,1,1,0,0,1,1,0,0,1,0,0,0,Zürich
1,26,2,17491,910,1,1,1,0,0,0,1,0,0,1,0,0,0,Stuttgart
1,25,5,21928,835,1,1,1,0,0,0,1,0,0,1,0,0,0,Luzern
1,19,18,19546,240,1,0,0,0,0,1,1,0,0,1,0,0,0,Derendingen
1,24,6,6059,219,1,1,0,0,0,1,1,0,0,1,0,0,0,Stuttgart
1,21,21,35180,1222,1,0,0,0,0,1,1,0,0,1,0,0,0,Suhr
1,23,15,10494,405,1,1,0,0,0,1,1,0,0,1,0,0,0,Amsterdam
1,21,2,1597,30,1,1,0,0,0,1,1,0,0,1,0,0,0,Binningen
1,23,2,6782,331,0,0,0,0,0,0,1,0,0,1,0,0,0,Luzern (Schweiz)
1,21,18,40040,2674,1,1,1,0,0,1,1,0,0,1,0,0,0,Zürich
1,23,11,5184,161,0,1,0,0,0,0,1,0,0,1,0,0,0,Zürich
1,20,6,7204,181,0,1,0,0,0,1,3,0,1,1,0,0,0,Freiburg im Breisgau
1,22,2,2135,155,1,1,0,0,0,0,1,1,0,0,0,0,0,Genève
1,21,8,10703,756,1,1,0,0,0,1,1,1,0,0,0,0,0,Begnins
1,24,5,15301,610,0,0,0,0,0,0,1,1,0,0,0,0,0,Grenoble (Rhône-Alpes)
1,19,5,16173,894,0,1,0,0,0,0,4,1,1,1,0,0,0,Basel
1,22,3,2722,81,1,1,1,0,0,0,1,0,0,1,0,0,0,Dietikon
1,22,3,619,9,1,0,0,0,0,0,1,0,0,0,1,0,0,Ghemme
1,23,13,1461,51,1,1,0,0,1,0,1,1,0,0,0,0,0,Belleville
1,25,3,2575,32,1,1,0,0,0,1,1,0,0,0,1,0,0,Castelletto sopra Ticino
1,20,5,20824,809,1,0,0,0,1,0,1,0,0,1,0,0,0,Stans
1,21,9,6181,114,1,0,0,0,1,0,1,0,0,1,0,0,0,Herisau
1,19,20,5496,129,1,1,1,0,0,0,1,0,0,1,0,0,0,Roggwil (BE)
1,19,2,4274,267,1,1,0,0,0,1,1,1,0,0,0,0,0,Marthod
1,20,5,2033,203,1,1,0,0,0,0,1,1,0,0,0,0,0,Courtelary
1,22,3,32523,711,1,1,1,0,0,0,1,0,0,1,0,0,0,Zürich
1,19,19,5655,84,1,1,1,0,0,1,1,1,0,0,0,0,0,Neuchâtel
1,26,5,25459,1004,1,1,1,0,0,1,1,0,0,1,0,0,0,Bad Waldsee
1,20,8,4904,137,1,1,1,0,0,1,1,0,0,1,0,0,0,Zürich
1,20,7,4644,91,1,1,1,0,0,0,1,0,0,1,0,0,0,Zürich
1,20,1,2016,20,1,1,1,0,0,0,1,0,0,1,0,0,0,"Basel (Basel-Stadt, Schweiz)"
1,19,8,8362,555,1,1,0,0,0,0,1,1,0,0,0,0,0,Morges
1,23,1,6352,214,0,1,0,0,0,0,1,0,0,1,0,0,0,Frankfurt am Main (Hessen)
1,22,8,3930,48,1,1,0,0,0,1,1,1,0,0,0,0,0,Cormatin
1,22,4,8548,137,1,0,0,0,0,1,1,0,0,1,0,0,0,Winterthur
1,20,3,9370,1414,1,1,1,0,0,0,1,1,0,0,0,0,0,Morges
1,26,0,156,13,1,0,0,0,0,0,1,0,0,1,0,0,0,Zürich
1,22,7,3920,77,1,1,1,0,0,0,1,0,0,1,0,0,0,Döhlau
1,20,7,8123,588,1,0,0,0,0,0,1,1,0,0,0,0,0,Lausanne
1,20,9,1269,17,0,0,0,0,0,1,1,0,0,1,0,0,0,
1,25,4,5915,183,1,1,1,0,0,0,1,0,0,1,0,0,0,Freiburg im Breisgau
1,23,2,7191,112,0,1,0,0,0,0,3,1,1,1,0,0,0,Luzern
1,22,2,2502,34,1,0,0,0,0,0,1,0,0,1,0,0,0,Karlsruhe
1,19,2,3343,113,1,0,0,0,0,0,1,0,1,0,0,0,0,Berne
1,23,18,12632,904,1,1,0,0,0,0,1,0,0,1,0,0,0,Trimbach
1,22,6,1709,41,1,1,0,0,0,1,1,0,0,1,0,0,0,Luxembourg
1,19,2,6542,313,1,1,1,0,0,0,1,1,0,0,0,0,0,
1,23,12,2642,83,1,0,0,0,0,1,1,0,0,0,1,0,0,Torino
1,23,12,8782,314,1,1,1,0,0,1,1,0,0,1,0,0,0,Bruchsal
1,19,17,6358,176,1,0,0,0,0,0,1,0,0,1,0,0,0,Bern
1,19,11,7619,188,0,1,0,0,0,0,1,0,0,1,0,0,0,Dürrenäsch
1,20,6,1002,127,0,0,1,0,0,0,1,1,0,0,0,0,0,
1,24,3,8008,152,1,0,0,0,0,0,1,0,0,1,0,0,0,Köln
1,19,6,23213,949,1,1,0,0,0,0,1,0,0,1,0,0,0,Arni (AG)
1,23,5,19967,1112,1,1,1,0,0,0,1,1,0,0,0,0,0,Saint-Genis-Laval
1,21,5,12228,389,0,0,0,0,0,0,1,0,0,0,1,0,0,
1,24,9,3948,87,1,1,1,0,0,0,2,1,0,0,1,0,0,Vercelli
1,24,1,486,3,1,1,1,0,0,0,1,0,0,0,1,0,0,Fontaneto D'agogna
1,21,24,14422,556,1,0,0,0,0,0,1,0,0,1,0,0,0,Bern
1,23,24,24790,733,0,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,25,3,3511,69,1,1,1,0,0,0,1,0,0,1,0,0,0,Ruswil
1,24,11,6640,116,1,1,1,0,0,1,1,0,0,1,0,0,0,
1,25,1,12,0,1,1,0,0,0,0,1,1,0,0,0,0,0,Conliège
1,21,4,9338,436,1,0,1,0,0,1,1,0,0,1,0,0,0,Fribourg
1,24,3,6476,202,1,1,0,0,1,0,1,0,0,0,0,0,1,Corsier-sur-Vevey
1,20,22,14230,556,1,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,21,3,7584,214,0,1,0,0,0,0,5,1,0,0,1,1,0,Madrid
1,26,11,47248,2265,0,0,0,0,0,1,1,0,0,0,1,0,0,Milano
1,19,7,5258,133,1,1,1,0,0,1,1,0,0,1,0,0,0,Freiburg im Breisgau
1,21,12,15230,773,0,0,1,0,0,0,1,0,0,1,0,0,0,Hindelbank
1,19,5,1766,17,1,0,0,0,1,0,1,0,0,1,0,0,0,Löffingen
1,23,4,26204,864,1,1,0,0,0,1,1,0,0,1,0,0,0,Bern
1,25,4,5177,164,1,1,1,0,0,0,2,0,1,1,0,0,0,Freiburg im Breisgau
1,22,1,6814,231,1,1,1,0,0,0,1,0,0,1,0,0,0,Weingarten (Baden)
1,21,4,11292,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
1,19,0,10070,331,1,0,1,0,0,0,2,0,0,1,0,0,0,Olten
1,22,11,18391,1222,0,0,1,0,0,0,1,1,0,0,0,0,0,Trévoux
1,25,1,1546,47,0,0,0,0,0,0,1,0,0,1,0,0,0,Stuttgart (Baden-Württemberg)
1,21,3,607,26,1,1,1,0,0,0,1,1,0,0,0,0,0,Thonon-les-Bains
1,25,4,1547,8,1,1,0,0,0,0,1,0,0,1,0,0,0,Heidelberg
1,19,17,11831,883,1,1,0,0,0,1,1,1,0,0,0,0,0,Corseaux
1,20,4,3328,58,1,1,1,0,0,1,1,1,0,0,0,0,0,Claix
1,20,6,519,8,0,1,0,0,0,1,1,0,0,0,1,0,0,Orbassano
1,19,8,2393,144,0,1,0,0,1,1,1,0,0,1,0,0,0,Brügg
1,20,2,285,3,0,1,0,0,0,0,1,0,0,1,0,0,0,Rüti
1,19,22,11965,1019,0,0,0,0,0,0,1,0,0,1,0,0,0,Lörrach (Baden-Württemberg)
1,23,3,3500,154,0,0,0,0,0,0,1,1,0,0,0,0,0,Les Avanchets
1,20,9,8834,413,0,1,0,0,0,0,1,0,0,0,0,0,1,Founex
1,22,3,3542,120,1,1,1,0,0,0,4,1,1,1,0,0,0,Zug
1,19,7,5535,157,1,0,0,0,0,0,1,0,0,1,0,0,0,Baden
1,20,0,1472,86,0,1,0,0,0,0,1,0,0,1,0,0,0,Biel
1,23,4,13495,826,1,1,1,0,0,0,2,0,0,1,1,0,0,Bad Säckingen
1,20,3,6068,166,1,1,0,0,0,0,1,0,0,1,0,0,0,Hasle-Rüegsau
1,24,6,17009,392,0,1,0,0,0,0,1,0,0,1,0,0,0,
1,20,4,5733,297,1,0,0,0,0,0,1,1,0,0,0,0,0,
1,22,1,943,28,0,0,1,0,0,0,1,0,0,1,0,0,0,Köln
1,22,2,9933,194,1,1,1,0,0,0,1,0,0,1,0,0,0,
1,24,5,6812,190,0,0,0,0,0,0,1,1,0,0,0,0,0,Lyon
1,24,21,7030,177,0,0,0,0,0,1,1,1,0,0,0,0,0,Saint-Priest
1,24,13,11843,533,1,1,0,0,0,1,1,0,0,1,0,0,0,Zürich
1,19,1,17441,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
1,19,9,22809,912,1,1,1,0,0,1,3,1,1,1,0,0,0,Sigriswil
1,24,10,12199,282,1,1,1,0,0,0,2,0,1,1,0,0,0,Marktheidenfeld
1,21,25,13363,202,1,1,0,0,0,0,1,0,0,1,0,0,0,Zürich
1,25,5,1960,53,1,1,0,0,0,0,1,0,0,1,0,0,0,Seon
1,20,4,7374,384,1,1,1,0,0,0,1,1,0,0,0,0,0,Pontarlier
1,20,6,22016,827,1,0,0,0,0,0,1,0,0,0,1,0,0,Saluzzo
1,19,6,43430,1164,0,1,0,0,0,0,1,0,0,1,0,0,0,Wutöschingen
1,22,3,84,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Schüpfheim
1,22,12,5112,106,1,1,0,0,0,1,1,0,0,1,0,0,0,Mellingen
1,25,3,16339,572,1,1,1,0,0,0,1,0,0,1,0,0,0,München (Bayern)
1,19,7,4632,75,1,1,1,0,0,1,1,0,0,1,0,0,0,Basel
1,19,4,3926,91,1,1,0,0,0,0,1,1,0,0,0,0,0,Altkirch
1,26,2,11592,545,1,1,0,0,0,0,1,0,0,1,0,0,0,Frankfurt am Main
1,19,10,3215,72,1,1,0,0,0,0,1,0,0,1,0,0,0,Uster
1,22,9,10947,326,0,1,0,0,0,0,1,0,0,1,0,0,0,Bülach
1,23,6,717,19,0,0,1,0,0,0,1,0,0,1,0,0,0,Köln
1,19,1,1312,76,1,0,0,0,0,0,1,1,0,0,0,0,0,Mulhouse
1,25,9,17416,1791,1,1,0,0,0,1,1,1,0,0,0,0,0,Lausanne
1,22,3,1382,11,0,1,0,0,0,0,1,0,0,0,1,0,0,Omegna
1,19,21,9081,321,1,0,1,0,0,0,2,0,1,1,0,0,0,Thun
1,23,6,997,35,0,1,0,0,0,0,2,0,0,1,1,0,0,Oftringen
1,22,2,9826,494,1,1,0,0,0,0,1,1,0,0,0,0,0,Pers-Jussy
1,19,3,2279,35,1,0,0,0,0,0,1,1,0,0,0,0,0,Besançon
1,22,1,1646,24,0,0,0,0,0,0,1,1,0,0,0,0,0,Clermont-Ferrand (Auvergne)
1,24,3,5781,352,1,1,0,0,0,0,2,0,0,1,1,0,0,Köln
1,21,3,1020,19,0,1,0,0,0,0,3,1,1,0,1,0,0,Grenoble (Rhône-Alpes)
1,19,4,4442,217,0,0,0,0,0,0,1,1,0,0,0,0,0,Miami
1,23,4,6427,462,0,1,1,0,0,0,1,1,0,0,0,0,0,Lausanne
1,21,10,19921,1025,1,0,0,0,0,0,1,0,0,1,0,0,0,Langenthal
1,21,10,20966,797,1,0,0,0,0,1,1,0,0,1,0,0,0,Huttwil
1,21,12,43587,1425,1,1,1,0,0,1,1,0,0,1,0,0,0,Zürich
1,21,13,11219,465,1,1,1,0,0,0,1,0,0,1,0,0,0,Ettiswil
1,25,5,4016,72,1,1,1,0,0,0,1,0,0,1,0,0,0,Basel
1,22,14,12495,650,1,1,0,0,0,0,1,1,0,0,0,0,0,Les Geneveys-sur-Coffrane
1,20,22,15079,447,0,1,1,0,0,1,1,0,0,1,0,0,0,Malters
1,25,6,1345,36,0,1,0,0,1,0,1,1,0,0,0,0,0,Mionnay
1,22,4,1517,52,0,1,0,0,0,0,1,0,0,1,0,0,0,Singen (Hohentwiel)
1,23,0,23,1,1,1,0,0,0,0,1,0,0,1,0,0,0,Bad Kreuznach
1,22,4,12249,345,1,0,0,0,0,0,1,0,0,1,0,0,0,Basel
1,22,3,17888,777,1,1,1,0,0,0,5,1,1,0,0,1,1,Genève
1,23,5,1448,40,1,0,0,0,0,1,1,1,0,0,0,0,0,Gap
1,20,22,2392,29,0,1,0,0,0,0,1,0,0,0,1,0,0,Borgomanero
1,24,6,3075,131,1,1,1,0,0,1,1,0,0,1,0,0,0,Forbach
1,23,5,9125,679,1,0,0,0,0,1,3,0,1,1,0,0,0,Unterägeri
1,19,4,3705,50,1,1,0,0,0,1,1,0,0,1,0,0,0,Luzern
1,19,1,1378,43,1,1,1,0,0,0,1,1,0,0,0,0,0,
1,24,3,632,36,1,1,0,0,0,0,1,1,0,0,0,0,0,Genève
1,23,3,510,13,0,1,0,0,0,0,1,1,0,0,0,0,0,Saint-Sauveur
1,20,11,5374,137,0,1,1,0,0,0,1,0,0,1,0,0,0,
1,19,29,7312,121,0,1,0,0,0,0,1,0,0,1,0,0,0,Donaueschingen
1,24,7,12287,307,1,0,0,0,0,0,1,0,0,1,0,0,0,Thun
1,26,1,475,101,0,0,1,0,0,0,1,0,0,1,0,0,0,Übach-Palenberg (Nordrhein-Westfalen)
1,23,4,9206,363,0,1,1,0,0,0,1,0,0,1,0,0,0,
1,25,11,4139,104,1,1,1,0,0,1,1,1,0,0,0,0,0,Vieu-d'Izenave (Rhône-Alpes)
1,20,1,1916,63,1,0,0,0,0,0,1,0,0,1,0,0,0,Graal-Müritz
1,20,2,3573,37,1,1,1,0,0,0,1,0,0,1,0,0,0,Hochdorf
1,24,8,1815,41,1,1,1,0,0,1,1,0,0,0,1,0,0,Vercelli
1,20,5,4413,62,1,1,0,0,0,1,1,1,0,0,0,0,0,Lagnieu
1,20,12,1068,34,1,1,0,0,1,0,1,1,0,0,0,0,0,Épinal
1,19,1,5520,156,1,0,0,0,0,0,1,0,0,1,0,0,0,Grenchen
1,19,6,9112,200,1,1,0,0,0,0,1,1,0,0,0,0,0,Lentilly
1,24,15,16303,1613,0,1,0,0,0,0,1,1,0,0,0,0,0,Lausanne
1,22,7,4405,144,1,0,1,0,0,1,3,0,1,1,0,0,0,Rüsselsheim
1,24,6,4083,102,1,1,1,0,0,0,1,0,0,0,1,0,0,Pianezza
1,22,3,2365,98,1,1,0,0,0,0,1,1,0,0,0,0,0,Troyes
1,25,3,19876,583,1,1,0,0,0,0,1,0,0,1,0,0,0,Rüsselsheim
1,23,2,4130,139,1,1,0,0,0,0,1,1,0,0,0,0,0,Lajoux
1,21,22,5094,93,1,1,0,0,0,0,2,1,0,0,0,1,0,Lyon
1,20,8,9367,342,0,0,1,0,0,0,1,0,0,1,0,0,0,Bern
1,20,9,5616,81,1,1,1,0,0,1,1,0,0,1,0,0,0,Ringsheim
1,24,5,3595,121,0,1,0,0,1,0,1,0,0,1,0,0,0,Mellingen
1,24,2,4926,116,0,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,20,6,3059,69,1,0,0,0,0,0,1,0,0,0,1,0,0,Torino
1,21,13,13544,233,1,1,1,0,0,0,1,0,0,1,0,0,0,Wolfenschiessen
1,24,9,23192,1224,1,1,0,0,0,1,1,0,0,1,0,0,0,Zürich
1,24,7,3884,111,0,1,0,0,0,0,1,0,0,1,0,0,0,Herbolzheim
1,24,6,2257,23,0,1,0,0,0,1,1,0,0,1,0,0,0,Schaffhausen
1,25,29,14147,529,1,1,0,0,0,1,1,0,0,1,0,0,0,Effretikon
1,19,7,23948,876,0,0,0,0,0,0,1,0,0,1,0,0,0,Bremgarten
1,19,5,5723,282,1,1,0,0,0,0,1,1,0,0,0,0,0,Le Mont-sur-Lausanne
1,21,17,12314,896,1,1,0,0,0,0,1,1,0,0,0,0,0,Thonon-les-Bains
1,20,5,27206,1902,0,0,1,0,0,1,1,0,0,1,0,0,0,Basel
1,26,0,622,35,0,1,0,0,0,0,1,1,0,0,0,0,0,Gignac-la-Nerthe
1,21,2,443,22,1,1,0,0,0,0,1,1,0,0,0,0,0,Villars-le-Terroir
1,23,8,7026,289,0,1,0,0,0,0,1,0,0,1,0,0,0,Suhr
1,20,6,1624,123,1,1,1,0,0,0,1,1,0,0,0,0,0,Morges
1,23,8,13966,455,0,1,0,0,0,1,1,0,0,1,0,0,0,Bad Schwalbach
1,19,7,918,63,0,1,0,0,0,0,1,1,0,0,0,0,0,Audincourt
1,19,6,333,8,1,0,0,0,0,0,1,0,0,0,1,0,0,San Mauro Torinese
1,23,6,7718,531,1,0,0,0,0,1,1,1,0,0,0,0,0,Yverdon-les-Bains
1,25,14,4485,84,1,1,1,0,0,0,1,0,0,1,0,0,0,Interlaken
1,24,6,6132,127,0,1,0,0,1,1,1,0,0,1,0,0,0,Bern
1,22,4,13434,646,0,1,0,0,0,1,1,0,0,1,0,0,0,Bonn
1,20,5,11861,288,0,0,0,0,0,0,1,1,0,0,0,0,0,Cugy (VD)
1,21,5,4346,343,0,1,0,0,0,0,1,1,0,0,0,0,0,Lyon
1,21,25,22696,713,1,1,1,0,0,1,1,0,0,1,0,0,0,Bern
1,20,12,7259,230,1,1,1,0,0,1,1,1,0,0,0,0,0,Besançon
1,19,6,2924,116,1,0,0,0,0,0,1,1,0,0,0,0,0,Vénissieux
1,21,6,4650,54,0,1,1,0,0,1,3,0,1,1,0,0,0,Sarnen
1,19,4,7081,126,1,1,1,0,0,0,1,0,0,1,0,0,0,Zürich
1,20,5,476,23,1,0,0,0,0,0,1,1,0,0,0,0,0,Francheville
1,25,0,189,2,1,0,1,0,1,0,1,0,0,1,0,0,0,Emmendingen
1,22,10,6684,141,0,1,0,0,0,1,1,0,0,1,0,0,0,Zufikon
1,20,6,11006,320,1,1,0,0,0,0,1,1,0,0,0,0,0,Annecy
1,19,6,10213,309,1,0,0,0,0,0,1,0,0,1,0,0,0,Emmen
1,20,3,5236,257,1,1,0,0,0,0,1,1,0,0,0,0,0,Martigny
1,24,26,16834,437,1,1,0,0,1,0,1,0,0,1,0,0,0,Lahr/Schwarzwald
1,22,2,26119,1233,1,1,1,0,0,0,1,0,0,1,0,0,0,Rothrist
1,25,5,2246,73,1,1,0,0,0,0,1,1,0,0,0,0,0,La Rochelle
1,20,19,14198,389,0,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,20,3,2081,41,1,1,1,0,0,1,1,1,0,0,0,0,0,Dracé
1,23,12,12888,403,1,1,0,0,0,1,1,0,0,1,0,0,0,Zürich
1,20,16,9922,430,0,0,1,0,0,1,1,0,0,1,0,0,0,Baar
1,19,6,19610,1329,0,1,0,0,0,0,2,1,0,0,0,0,1,Vevey
1,25,16,1780,36,1,1,1,0,0,1,1,0,0,1,0,0,0,Liestal
1,23,2,351,13,0,1,0,0,0,0,1,1,0,0,0,0,0,Lunéville
1,21,8,6046,157,1,0,0,0,0,0,1,0,0,1,0,0,0,Biel
1,21,10,8885,186,0,0,1,0,0,0,1,0,0,1,0,0,0,Lörrach
1,22,2,704,25,0,1,0,0,0,0,1,1,0,0,0,0,0,
1,20,18,7752,209,1,1,0,0,0,1,1,0,0,1,0,0,0,Waldkirch
1,23,5,10197,219,1,1,1,0,0,1,1,0,0,1,0,0,0,Wohlen
1,20,5,2728,45,0,0,1,0,0,0,1,0,0,1,0,0,0,Interlaken
1,23,3,2410,85,1,0,0,0,0,0,1,0,0,1,0,0,0,Berne
1,24,5,6645,295,0,1,0,0,0,0,1,0,0,1,0,0,0,Luzern
1,21,4,5074,84,0,1,1,0,0,0,2,0,1,1,0,0,0,Binningen
1,22,5,1270,15,1,1,1,0,0,0,1,0,0,1,0,0,0,Limburg a.d. Lahn
1,23,1,9602,187,0,0,0,0,0,0,1,0,0,1,0,0,0,Luzern
1,26,5,1858,37,1,1,1,0,0,0,1,0,0,1,0,0,0,Köln
1,20,11,5767,152,0,1,1,0,0,1,1,0,0,1,0,0,0,Zürich
1,19,11,2924,37,0,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,20,3,6643,186,1,1,0,0,0,0,1,0,0,1,0,0,0,Sankt Gallen
1,23,1,2076,58,1,0,0,0,0,0,1,1,0,0,0,0,0,Saint-Imier
1,22,5,6399,314,1,1,0,0,0,1,2,0,0,1,0,0,0,Weidenstetten
1,21,4,6719,325,0,1,0,0,0,0,1,1,0,0,0,0,0,Besançon
1,19,10,2817,168,1,1,0,0,0,1,1,1,0,0,0,0,0,Moûtiers
1,25,5,9046,171,1,1,1,0,0,0,1,0,0,1,0,0,0,Freiburg im Breisgau
1,19,6,4860,214,1,1,1,0,0,0,1,1,0,0,0,0,0,Saint-Jean-de-Bournay
1,19,5,9841,300,0,0,0,0,0,0,1,1,0,0,0,0,0,Thyez
1,23,9,4875,91,1,1,1,0,0,1,1,0,0,1,0,0,0,Lörrach
1,22,3,999,57,1,1,0,0,0,0,1,1,0,0,0,0,0,Rumilly
1,20,10,19708,825,0,1,0,0,0,1,1,0,0,1,0,0,0,Hergiswil
1,19,8,2302,132,1,1,0,0,1,0,1,1,0,0,0,0,0,Grenoble
1,20,7,3869,79,1,0,0,0,1,0,1,0,0,1,0,0,0,Lahr/Schwarzwald
1,19,11,2865,55,1,0,0,0,1,0,1,0,0,1,0,0,0,Reichenbach im Kandertal
1,24,6,5917,136,0,1,0,0,0,0,1,0,0,1,0,0,0,Grenchen
1,21,6,6931,126,0,0,1,0,0,0,1,0,0,1,0,0,0,Bern
1,21,3,11919,260,1,1,1,0,0,1,1,0,0,1,0,0,0,Lyss
1,20,7,516,10,0,1,0,0,0,1,1,0,0,1,0,0,0,Plattling
1,23,4,9997,201,1,1,0,0,0,0,1,0,0,0,1,0,0,Torino
1,23,2,194,6,0,0,0,0,0,0,1,0,0,0,1,0,0,Torino
1,19,3,7029,171,0,0,0,0,0,0,1,0,0,1,0,0,0,Buggingen
1,23,0,18,1,1,1,1,0,0,0,1,0,0,1,0,0,0,Kusel
1,20,15,7113,111,1,1,1,0,0,1,1,0,0,1,0,0,0,Sankt Blasien
1,20,8,2369,46,1,0,1,0,0,0,1,0,0,1,0,0,0,Stans
1,20,4,1852,65,1,0,0,0,0,0,1,1,0,0,0,0,0,Annecy
1,19,14,1022,17,1,1,0,0,0,1,1,1,0,0,0,0,0,Dole
1,21,11,5442,278,1,0,1,0,0,0,2,0,0,1,1,0,0,Luzern
1,21,30,51809,4114,1,1,1,0,1,1,2,1,0,0,0,0,1,Curitiba
1,20,10,3277,20,1,0,0,0,0,0,1,0,0,1,0,0,0,Buchs
1,23,6,16729,414,1,0,0,0,0,0,1,0,0,1,0,0,0,Aarau
1,22,4,19444,421,1,1,1,0,0,1,1,0,0,1,0,0,0,Bussnang
1,25,20,35086,680,0,1,1,0,0,1,1,0,0,1,0,0,0,Bad Krozingen
1,19,6,3596,49,1,1,0,0,0,0,1,0,0,1,0,0,0,Zürich
1,21,4,1503,23,1,1,1,0,0,1,1,0,0,1,0,0,0,Emmendingen
1,20,12,2900,32,1,1,1,0,0,1,1,0,0,1,0,0,0,Freiburg im Breisgau
1,21,2,8060,285,0,1,1,0,0,0,1,0,0,1,0,0,0,Lauchringen
1,19,2,96,1,1,1,1,0,0,0,1,1,0,0,0,0,0,
1,20,4,6515,173,1,1,1,0,1,0,3,0,1,1,0,0,0,Freiburg im Breisgau
1,23,1,1326,57,1,1,1,0,0,0,1,1,0,0,0,0,0,Berne
1,24,5,3840,79,0,1,0,0,0,0,1,1,0,0,0,0,0,Villefontaine
1,24,4,4323,41,0,1,1,0,0,0,1,0,0,1,0,0,0,Zürich
1,19,3,1499,51,0,1,0,0,0,0,1,0,0,1,0,0,0,Adliswil
1,20,6,6123,110,1,1,0,0,0,1,1,0,0,1,0,0,0,Spreitenbach
1,23,5,1490,38,0,0,0,0,0,0,1,1,0,0,0,0,0,Corcelles-près-Payerne
1,22,9,4356,220,1,1,1,0,0,1,1,1,0,0,0,0,0,Plombières-lès-Dijon
1,19,4,1131,6,1,0,0,0,0,1,1,1,0,0,0,0,0,Mâcon
1,20,3,11758,474,0,1,0,0,0,0,1,1,0,0,0,0,0,Montpellier
1,21,6,5621,153,1,1,0,0,0,1,1,0,0,1,0,0,0,Rheinfelden (Baden)
1,22,9,7103,854,0,1,0,0,1,1,1,0,0,1,0,0,0,Albbruck
1,19,1,387,3,1,1,0,0,0,0,1,1,0,0,0,0,0,
1,20,1,9334,304,1,0,0,0,0,0,2,1,0,1,0,0,0,Palma de Mallorca
1,22,3,8308,136,0,1,0,0,0,0,1,0,0,1,0,0,0,Frankfurt am Main
1,19,6,12937,317,0,1,0,0,1,0,1,0,0,1,0,0,0,Freiburg im Breisgau
1,20,13,12690,798,1,1,1,0,0,1,1,1,0,0,0,0,0,Cuers
1,23,4,9818,529,0,1,0,0,0,1,1,1,0,0,0,0,0,Bienne
1,22,5,55,4,1,1,0,0,0,1,1,1,0,0,0,0,0,
1,19,2,3604,70,1,1,0,0,0,0,1,0,0,1,0,0,0,Wettingen
1,22,2,4688,188,1,1,1,0,0,0,1,1,0,0,0,0,0,Nancy
1,20,4,4861,98,0,1,0,0,0,1,1,0,0,1,0,0,0,Rothenburg
1,19,15,1745,46,0,0,0,0,0,1,1,1,0,0,0,0,0,Montchanin
1,25,10,10710,811,1,1,1,0,0,0,1,1,0,0,0,0,0,Lausanne
1,19,1,10131,371,0,0,0,0,0,0,1,0,0,1,0,0,0,Lausanne
1,22,5,3544,177,0,0,0,0,0,0,1,0,0,1,0,0,0,Siegburg
1,22,14,9632,241,0,1,1,0,0,0,1,0,0,1,0,0,0,Köln
1,23,6,1992,39,1,1,1,0,0,1,1,0,0,1,0,0,0,Stuttgart
1,21,5,3458,103,0,1,0,0,0,0,1,1,0,0,0,0,0,Vevey
1,25,5,4304,82,1,1,1,0,0,1,1,1,0,0,0,0,0,Villeurbanne
1,22,12,11007,387,0,1,0,0,0,0,1,0,0,1,0,0,0,Laupen
1,19,4,20140,1135,0,1,0,0,0,0,1,0,0,1,0,0,0,Zürich
1,24,4,535,9,1,1,1,0,0,1,1,1,0,0,0,0,0,Lyon
1,19,6,3232,218,1,1,0,0,0,1,2,1,0,0,1,0,0,Orbe
1,20,4,4079,62,1,1,1,0,0,0,1,0,0,1,0,0,0,Zürich
1,23,4,2587,42,1,1,1,0,0,0,5,1,1,1,0,1,1,Zürich
